Retailer country,Order method type,Retailer type,Product line,Product type,Product,Year,Quarter,Revenue,Quantity,Gross margin
United States,Telephone,Warehouse Store,Camping Equipment,Tents,Star Gazer 2,2013,Q2 2013,245111.9,443,0.2904934
United States,Telephone,Warehouse Store,Camping Equipment,Tents,Star Gazer 3,2013,Q2 2013,33226.18,47,0.35779557
United States,Telephone,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q2 2013,59057.1,690,0.29898353
United States,Telephone,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator,2013,Q2 2013,70860.92,508,0.38346835
United States,Telephone,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q2 2013,9584.2,554,0.51156069
United States,Telephone,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q2 2013,20149.78,203,0.3426355
United States,Telephone,Warehouse Store,Camping Equipment,Lanterns,Firefly Lite,2013,Q2 2013,24386.13,1693,0.53138321
United States,Telephone,Warehouse Store,Camping Equipment,Lanterns,Firefly 2,2013,Q2 2013,17459.82,651,0.37844892
United States,Telephone,Warehouse Store,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q2 2013,10881.4,410,0.33006782
United States,Telephone,Warehouse Store,Camping Equipment,Lanterns,EverGlow Single,2013,Q2 2013,7866.0,230,0.45204678
United States,Telephone,Warehouse Store,Camping Equipment,Lanterns,EverGlow Kerosene,2013,Q2 2013,15150.8,490,0.35316947
United States,Telephone,Warehouse Store,Camping Equipment,Lanterns,EverGlow Butane,2013,Q2 2013,9586.66,149,0.36851104
United States,Telephone,Warehouse Store,Personal Accessories,Knives,Single Edge,2013,Q2 2013,67413.42,5553,0.29489292
United States,Telephone,Warehouse Store,Personal Accessories,Binoculars,Seeker Mini,2013,Q2 2013,9184.64,113,0.50787402
United States,Telephone,Warehouse Store,Personal Accessories,Navigation,Trail Scout,2013,Q2 2013,4075.0,25,0.06386503
United States,Telephone,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q2 2013,10057.56,1692,0.68708912
United States,Telephone,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Extreme,2013,Q2 2013,13037.08,1890,0.64916991
United States,Telephone,Warehouse Store,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q2 2013,485.0,97,0.61
United States,Telephone,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q2 2013,7440.0,1488,0.608
United States,Telephone,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q2 2013,5644.8,1152,0.62244898
United States,Telephone,Warehouse Store,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q2 2013,8004.0,348,0.60869565
United States,Telephone,Warehouse Store,Outdoor Protection,First Aid,Calamine Relief,2013,Q2 2013,1452.0,242,0.52833333
United States,Web,Golf Shop,Personal Accessories,Watches,Venue,2013,Q2 2013,36427.0,499,0.41944602
United States,Web,Golf Shop,Personal Accessories,Watches,Infinity,2013,Q2 2013,139143.6,603,0.46109473
United States,Web,Golf Shop,Personal Accessories,Watches,Lux,2013,Q2 2013,81566.0,471,0.47495133
United States,Web,Golf Shop,Personal Accessories,Watches,Sam,2013,Q2 2013,7363.6,164,0.39064588
United States,Web,Golf Shop,Personal Accessories,Watches,TX,2013,Q2 2013,125422.9,680,0.45123658
United States,Web,Golf Shop,Personal Accessories,Watches,Legend,2013,Q2 2013,116909.2,442,0.43490213
United States,Web,Golf Shop,Personal Accessories,Watches,Zodiak,2013,Q2 2013,35668.6,341,0.42509098
United States,Web,Golf Shop,Personal Accessories,Watches,Kodiak,2013,Q2 2013,35321.6,292,0.44361524
United States,Web,Golf Shop,Personal Accessories,Eyewear,Polar Sun,2013,Q2 2013,30534.96,504,0.56837671
United States,Web,Golf Shop,Personal Accessories,Eyewear,Polar Sports,2013,Q2 2013,59782.88,509,0.49868725
United States,Web,Golf Shop,Personal Accessories,Eyewear,Bella,2013,Q2 2013,23895.0,354,0.4530973
United States,Web,Golf Shop,Personal Accessories,Eyewear,Capri,2013,Q2 2013,23554.5,615,0.34096797
United States,Web,Golf Shop,Personal Accessories,Eyewear,Cat Eye,2013,Q2 2013,83061.5,2215,0.34006694
United States,Web,Golf Shop,Personal Accessories,Eyewear,Dante,2013,Q2 2013,61459.99,1369,0.40564016
United States,Web,Golf Shop,Personal Accessories,Eyewear,Fairway,2013,Q2 2013,92065.35,4569,0.40158431
United States,Web,Golf Shop,Personal Accessories,Eyewear,Inferno,2013,Q2 2013,164287.65,2490,0.40955763
United States,Web,Golf Shop,Personal Accessories,Eyewear,Maximus,2013,Q2 2013,96868.0,1157,0.49989047
United States,Web,Golf Shop,Personal Accessories,Eyewear,Trendi,2013,Q2 2013,15059.2,299,0.39773096
United States,Web,Golf Shop,Personal Accessories,Eyewear,Zone,2013,Q2 2013,257608.9,8422,0.32597255
United States,Web,Golf Shop,Personal Accessories,Eyewear,Hawk Eye,2013,Q2 2013,102991.5,2543,0.40671182
United States,Web,Golf Shop,Personal Accessories,Eyewear,Retro,2013,Q2 2013,175044.1,2794,0.45006013
United States,Web,Golf Shop,Personal Accessories,Knives,Max Gizmo,2013,Q2 2013,23477.1,578,0.53771207
United States,Web,Golf Shop,Personal Accessories,Knives,Pocket Gizmo,2013,Q2 2013,19143.6,1484,0.59630373
United States,Web,Golf Shop,Personal Accessories,Binoculars,Opera Vision,2013,Q2 2013,7260.0,66,0.54363636
United States,Web,Golf Shop,Personal Accessories,Binoculars,Ranger Vision,2013,Q2 2013,19093.8,113,0.51367669
United States,Web,Golf Shop,Personal Accessories,Navigation,Astro Pilot,2013,Q2 2013,42775.0,295,0.37661929
United States,Web,Golf Shop,Personal Accessories,Navigation,Sky Pilot,2013,Q2 2013,25060.0,70,0.34140862
United States,Web,Golf Shop,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q2 2013,356929.25,815,0.49537618
United States,Web,Golf Shop,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q2 2013,838783.83,1031,0.47313351
United States,Web,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2013,Q2 2013,66961.09,132,0.45245336
United States,Web,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2013,Q2 2013,481404.9,570,0.50270552
United States,Web,Golf Shop,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q2 2013,1226669.53,1042,0.49987272
United States,Web,Golf Shop,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q2 2013,249933.6,378,0.48336358
United States,Web,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2013,Q2 2013,500198.71,387,0.52804756
United States,Web,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q2 2013,349982.92,404,0.514022
United States,Web,Golf Shop,Golf Equipment,Putters,Course Pro Putter,2013,Q2 2013,364296.78,4989,0.61106546
United States,Web,Golf Shop,Golf Equipment,Putters,Blue Steel Putter,2013,Q2 2013,84225.69,999,0.51132724
United States,Web,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q2 2013,322951.2,2391,0.3304842
United States,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q2 2013,63308.72,6111,0.72972444
United States,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q2 2013,23841.14,1904,0.52082828
United States,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q2 2013,137993.35,662,0.61765259
United States,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Gloves,2013,Q2 2013,23599.59,2242,0.75774579
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Water Bag,2013,Q2 2013,82093.66,13071,0.53348371
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Canteen,2013,Q2 2013,54295.4,4485,0.34577883
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2013,Q2 2013,121689.43,5298,0.30645464
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Cup,2013,Q2 2013,16053.11,4526,0.76035173
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2013,Q2 2013,109055.42,2054,0.34135892
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2013,Q2 2013,314852.65,2555,0.35437799
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q2 2013,54613.23,861,0.26880025
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Kettle,2013,Q2 2013,133271.58,16806,0.48675914
United States,Web,Department Store,Camping Equipment,Tents,Star Lite,2013,Q2 2013,25538.97,69,0.32456164
United States,Web,Department Store,Camping Equipment,Tents,Star Dome,2013,Q2 2013,186123.35,301,0.35958599
United States,Web,Department Store,Camping Equipment,Tents,Star Gazer 3,2013,Q2 2013,138560.24,196,0.35779557
United States,Web,Department Store,Camping Equipment,Tents,Star Gazer 6,2013,Q2 2013,256669.27,324,0.38146082
United States,Web,Department Store,Camping Equipment,Tents,Star Peg,2013,Q2 2013,13335.7,6749,0.49391483
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q2 2013,87387.39,1021,0.29898353
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator,2013,Q2 2013,25387.18,182,0.38346835
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2013,Q2 2013,117473.68,2994,0.49638557
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q2 2013,36378.06,2093,0.51383196
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q2 2013,252021.14,2539,0.3426355
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Climber Backpack,2013,Q2 2013,119162.4,1592,0.29860426
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q2 2013,520657.2,1917,0.38637703
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q2 2013,726873.21,2074,0.39130179
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Cooler,2013,Q2 2013,70333.35,2790,0.48230818
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Carryall,2013,Q2 2013,13686.68,196,0.41028211
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly Lite,2013,Q2 2013,8479.42,586,0.53351762
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly Mapreader,2013,Q2 2013,33962.24,2132,0.529183
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly 2,2013,Q2 2013,77245.56,2914,0.3711434
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly 4,2013,Q2 2013,32442.88,1102,0.38858696
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q2 2013,26168.44,986,0.33006782
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Single,2013,Q2 2013,103127.66,3083,0.43976795
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Double,2013,Q2 2013,15795.66,306,0.44304322
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Butane,2013,Q2 2013,40308.38,625,0.37001313
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q2 2013,76549.69,2806,0.53117067
United States,Web,Department Store,Camping Equipment,Lanterns,Flicker Lantern,2013,Q2 2013,44650.23,1307,0.5427719
United States,Web,Department Store,Personal Accessories,Watches,Mountain Man Analog,2013,Q2 2013,35016.0,730,0.37457162
United States,Web,Department Store,Personal Accessories,Watches,Mountain Man Digital,2013,Q2 2013,9937.54,241,0.51497051
United States,Web,Department Store,Personal Accessories,Watches,Mountain Man Deluxe,2013,Q2 2013,24909.2,319,0.50054598
United States,Web,Department Store,Personal Accessories,Watches,Mountain Man Combination,2013,Q2 2013,5988.42,62,0.53410081
United States,Web,Department Store,Personal Accessories,Watches,Venue,2013,Q2 2013,80665.0,1105,0.41921081
United States,Web,Department Store,Personal Accessories,Watches,Infinity,2013,Q2 2013,326061.2,1382,0.45124682
United States,Web,Department Store,Personal Accessories,Watches,Lux,2013,Q2 2013,36674.0,212,0.47500845
United States,Web,Department Store,Personal Accessories,Watches,Sam,2013,Q2 2013,37222.1,829,0.39101555
United States,Web,Department Store,Personal Accessories,Watches,TX,2013,Q2 2013,155230.5,909,0.44850954
United States,Web,Department Store,Personal Accessories,Watches,Legend,2013,Q2 2013,143426.4,539,0.43683924
United States,Web,Department Store,Personal Accessories,Watches,Zodiak,2013,Q2 2013,103972.4,994,0.42471175
United States,Web,Department Store,Personal Accessories,Watches,Kodiak,2013,Q2 2013,102683.1,818,0.46315197
United States,Web,Department Store,Personal Accessories,Eyewear,Polar Sun,2013,Q2 2013,80743.39,1342,0.56537247
United States,Web,Department Store,Personal Accessories,Eyewear,Polar Ice,2013,Q2 2013,36584.9,347,0.52870091
United States,Web,Department Store,Personal Accessories,Eyewear,Polar Sports,2013,Q2 2013,129582.24,1104,0.49836089
United States,Web,Department Store,Personal Accessories,Eyewear,Polar Wave,2013,Q2 2013,3059.84,32,0.56996444
United States,Web,Department Store,Personal Accessories,Eyewear,Bella,2013,Q2 2013,44887.5,665,0.45337833
United States,Web,Department Store,Personal Accessories,Eyewear,Capri,2013,Q2 2013,106818.7,2789,0.34403967
United States,Web,Department Store,Personal Accessories,Eyewear,Cat Eye,2013,Q2 2013,166577.05,4571,0.33841348
United States,Web,Department Store,Personal Accessories,Eyewear,Dante,2013,Q2 2013,255598.54,5722,0.38057197
United States,Web,Department Store,Personal Accessories,Eyewear,Fairway,2013,Q2 2013,150117.5,7450,0.40189818
United States,Web,Department Store,Personal Accessories,Eyewear,Inferno,2013,Q2 2013,423442.55,6384,0.41541557
United States,Web,Department Store,Personal Accessories,Eyewear,Maximus,2013,Q2 2013,233967.0,2846,0.5043239
United States,Web,Department Store,Personal Accessories,Eyewear,Trendi,2013,Q2 2013,87667.0,1740,0.39583218
United States,Web,Department Store,Personal Accessories,Eyewear,Zone,2013,Q2 2013,479550.3,15611,0.32659068
United States,Web,Department Store,Personal Accessories,Eyewear,Hawk Eye,2013,Q2 2013,118948.5,2937,0.40862583
United States,Web,Department Store,Personal Accessories,Eyewear,Retro,2013,Q2 2013,340064.2,5428,0.45022258
United States,Web,Department Store,Personal Accessories,Knives,Single Edge,2013,Q2 2013,127426.78,10465,0.29700492
United States,Web,Department Store,Personal Accessories,Knives,Double Edge,2013,Q2 2013,48804.44,3025,0.29154499
United States,Web,Department Store,Personal Accessories,Knives,Bear Edge,2013,Q2 2013,15566.32,392,0.40745404
United States,Web,Department Store,Personal Accessories,Knives,Bear Survival Edge,2013,Q2 2013,17623.68,201,0.46395985
United States,Web,Department Store,Personal Accessories,Knives,Max Gizmo,2013,Q2 2013,28773.4,709,0.54729299
United States,Web,Department Store,Personal Accessories,Knives,Pocket Gizmo,2013,Q2 2013,55173.3,4277,0.60933731
United States,Web,Department Store,Personal Accessories,Binoculars,Seeker 35,2013,Q2 2013,49714.91,497,0.28831351
United States,Web,Department Store,Personal Accessories,Binoculars,Seeker 50,2013,Q2 2013,85867.6,674,0.2733124
United States,Web,Department Store,Personal Accessories,Binoculars,Seeker Mini,2013,Q2 2013,7396.48,91,0.50787402
United States,Web,Department Store,Personal Accessories,Binoculars,Opera Vision,2013,Q2 2013,81290.0,739,0.54291536
United States,Web,Department Store,Personal Accessories,Binoculars,Ranger Vision,2013,Q2 2013,39929.5,237,0.5249372
United States,Web,Department Store,Personal Accessories,Navigation,Glacier Deluxe,2013,Q2 2013,33624.54,367,0.42152368
United States,Web,Department Store,Personal Accessories,Navigation,Glacier GPS,2013,Q2 2013,135635.18,1343,0.33449611
United States,Web,Department Store,Personal Accessories,Navigation,Trail Scout,2013,Q2 2013,20468.0,86,0.35886555
United States,Web,Department Store,Personal Accessories,Navigation,Astro Pilot,2013,Q2 2013,150075.0,1035,0.37670225
United States,Web,Department Store,Personal Accessories,Navigation,Sky Pilot,2013,Q2 2013,67662.0,189,0.3418653
United States,Web,Department Store,Personal Accessories,Navigation,Auto Pilot,2013,Q2 2013,20680.0,88,0.35063829999999996
United States,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q2 2013,5394.0,899,0.69
United States,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q2 2013,2812.68,468,0.69550749
United States,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2013,Q2 2013,5754.0,822,0.73142857
United States,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q2 2013,14642.04,2116,0.66327916
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q2 2013,1275.0,255,0.61
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 15,2013,Q2 2013,2500.0,500,0.642
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q2 2013,6555.0,1311,0.63
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shield,2013,Q2 2013,6966.0,1161,0.54
United States,Web,Department Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q2 2013,5805.1,168,0.59368142
United States,Web,Department Store,Outdoor Protection,First Aid,Aloe Relief,2013,Q2 2013,1485.32,284,0.63288719
United States,Web,Department Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q2 2013,1500.0,250,0.54
United States,Web,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q2 2013,56495.55,129,0.49537618
United States,Web,Department Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q2 2013,153020.92,206,0.45368999
United States,Web,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2013,Q2 2013,91605.91,181,0.4511865
United States,Web,Department Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2013,Q2 2013,75166.73,89,0.50270552
United States,Web,Department Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q2 2013,286374.08,248,0.50847297
United States,Web,Department Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q2 2013,308780.4,467,0.48336358
United States,Web,Department Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2013,Q2 2013,188592.58,146,0.52776509
United States,Web,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q2 2013,71818.24,83,0.51345229
United States,Web,Department Store,Golf Equipment,Putters,Course Pro Putter,2013,Q2 2013,55860.3,765,0.61106546
United States,Web,Department Store,Golf Equipment,Putters,Blue Steel Putter,2013,Q2 2013,45190.16,536,0.51132724
United States,Web,Department Store,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q2 2013,0.0,206,
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q2 2013,11197.2,1085,0.72868217
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q2 2013,36748.58,2944,0.51932837
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2013,Q2 2013,8011.5,763,0.75714286
United States,Web,Direct Marketing,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2013,Q2 2013,44624.34,1924,0.31317035
United States,Web,Direct Marketing,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q2 2013,45352.45,715,0.26880025
United States,Web,Direct Marketing,Camping Equipment,Tents,Star Lite,2013,Q2 2013,70694.83,191,0.32456164
United States,Web,Direct Marketing,Camping Equipment,Tents,Star Dome,2013,Q2 2013,142220.5,230,0.35958599
United States,Web,Direct Marketing,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q2 2013,193720.27,580,0.36128832
United States,Web,Direct Marketing,Camping Equipment,Lanterns,Firefly Mapreader,2013,Q2 2013,13566.0,850,0.53007519
United States,Web,Direct Marketing,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q2 2013,20064.24,756,0.33006782
United States,Web,Direct Marketing,Personal Accessories,Watches,Mountain Man Combination,2013,Q2 2013,4706.45,49,0.53149401
United States,Web,Direct Marketing,Personal Accessories,Watches,Mountain Man Extreme,2013,Q2 2013,6853.2,24,0.59310103
United States,Web,Direct Marketing,Personal Accessories,Eyewear,Polar Sports,2013,Q2 2013,5245.65,45,0.49489577
United States,Web,Direct Marketing,Personal Accessories,Knives,Single Edge,2013,Q2 2013,52893.98,4357,0.29489292
United States,Web,Direct Marketing,Personal Accessories,Knives,Double Edge,2013,Q2 2013,14091.84,864,0.29920294
United States,Web,Direct Marketing,Personal Accessories,Knives,Edge Extreme,2013,Q2 2013,46507.39,409,0.2964559
United States,Web,Direct Marketing,Personal Accessories,Binoculars,Seeker 35,2013,Q2 2013,29608.88,296,0.28831351
United States,Web,Direct Marketing,Personal Accessories,Navigation,Glacier GPS Extreme,2013,Q2 2013,49534.9,145,0.48343188
United States,Web,Direct Marketing,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q2 2013,4392.0,732,0.69
United States,Web,Direct Marketing,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q2 2013,2638.39,439,0.69550749
United States,Web,Direct Marketing,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2013,Q2 2013,3570.0,510,0.73142857
United States,Web,Direct Marketing,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q2 2013,9758.0,1394,0.66714286
United States,Web,Direct Marketing,Outdoor Protection,Insect Repellents,BugShield Extreme,2013,Q2 2013,10490.55,1545,0.64359352
United States,Web,Direct Marketing,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q2 2013,1285.0,257,0.61
United States,Web,Direct Marketing,Outdoor Protection,Sunscreen,Sun Shelter 15,2013,Q2 2013,2365.0,473,0.642
United States,Web,Direct Marketing,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q2 2013,9305.0,1861,0.63
United States,Web,Direct Marketing,Outdoor Protection,Sunscreen,Sun Shield,2013,Q2 2013,8310.0,1385,0.54
United States,Web,Direct Marketing,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q2 2013,15603.7,450,0.59509603
United States,Web,Direct Marketing,Outdoor Protection,First Aid,Calamine Relief,2013,Q2 2013,384.0,64,0.52833333
United States,Web,Direct Marketing,Outdoor Protection,First Aid,Aloe Relief,2013,Q2 2013,439.32,84,0.63288719
