Retailer country,Order method type,Retailer type,Product line,Product type,Product,Year,Quarter,Revenue,Quantity,Gross margin
United States,Fax,Sports Store,Camping Equipment,Lanterns,EverGlow Double,2013,Q4 2013,1147.3,22,0.44870566
United States,Fax,Sports Store,Camping Equipment,Lanterns,EverGlow Kerosene,2013,Q4 2013,3565.15,113,0.36608558
United States,Fax,Sports Store,Camping Equipment,Lanterns,EverGlow Butane,2013,Q4 2013,2854.34,43,0.38791805
United States,Fax,Sports Store,Camping Equipment,Lanterns,Flicker Lantern,2013,Q4 2013,6596.92,188,0.55485893
United States,Fax,Sports Store,Personal Accessories,Watches,Mountain Man Analog,2013,Q4 2013,7380.88,151,0.38625205
United States,Fax,Sports Store,Personal Accessories,Watches,Mountain Man Digital,2013,Q4 2013,1331.52,32,0.51934631
United States,Fax,Sports Store,Personal Accessories,Watches,Mountain Man Combination,2013,Q4 2013,1568.16,16,0.54086318
United States,Fax,Sports Store,Personal Accessories,Eyewear,Polar Sun,2013,Q4 2013,6122.16,99,0.57713454
United States,Fax,Sports Store,Personal Accessories,Eyewear,Polar Ice,2013,Q4 2013,2530.0,23,0.54827273
United States,Fax,Sports Store,Personal Accessories,Eyewear,Polar Sports,2013,Q4 2013,10932.76,91,0.50990601
United States,Fax,Sports Store,Personal Accessories,Eyewear,Polar Extreme,2013,Q4 2013,1186.4,8,0.5111260999999999
United States,Fax,Sports Store,Personal Accessories,Knives,Single Edge,2013,Q4 2013,34968.0,2820,0.30967742
United States,Fax,Sports Store,Personal Accessories,Knives,Bear Edge,2013,Q4 2013,5996.21,151,0.40745404
United States,Fax,Sports Store,Personal Accessories,Knives,Bear Survival Edge,2013,Q4 2013,1845.8,20,0.49073572
United States,Fax,Sports Store,Personal Accessories,Binoculars,Seeker 35,2013,Q4 2013,22306.69,223,0.28831351
United States,Fax,Sports Store,Personal Accessories,Binoculars,Seeker Extreme,2013,Q4 2013,6247.44,36,0.45764665
United States,Fax,Sports Store,Personal Accessories,Binoculars,Seeker Mini,2013,Q4 2013,3336.84,39,0.53249182
United States,Fax,Sports Store,Personal Accessories,Navigation,Glacier GPS,2013,Q4 2013,37550.68,365,0.33515824
United States,Fax,Sports Store,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q4 2013,2259.76,376,0.69550749
United States,Fax,Sports Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q4 2013,1085.0,155,0.66714286
United States,Fax,Sports Store,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q4 2013,530.0,106,0.61
United States,Fax,Sports Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q4 2013,610.0,122,0.608
United States,Fax,Sports Store,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q4 2013,1151.15,91,0.28853755
United States,Fax,Sports Store,Outdoor Protection,First Aid,Calamine Relief,2013,Q4 2013,342.0,57,0.52833333
United States,Fax,Sports Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q4 2013,114.0,19,0.54
United States,Fax,Sports Store,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q4 2013,18393.9,42,0.49537618
United States,Fax,Sports Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q4 2013,59100.7,67,0.48883347
United States,Fax,Sports Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2013,Q4 2013,49829.63,59,0.50270552
United States,Fax,Sports Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q4 2013,45886.14,38,0.48738334
United States,Fax,Sports Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2013,Q4 2013,28717.26,22,0.53268522
United States,Fax,Sports Store,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q4 2013,27970.8,163,0.46503497
United States,Fax,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q4 2013,3362.24,316,0.73684211
United States,Fax,Sports Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q4 2013,5124.0,400,0.53161593
United States,Fax,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q4 2013,8125.26,39,0.61745224
United States,Fax,Sports Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2013,Q4 2013,9444.32,1762,0.52425373
United States,Telephone,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2013,Q4 2013,46457.71,377,0.35437799
United States,Telephone,Warehouse Store,Camping Equipment,Tents,Star Lite,2013,Q4 2013,184952.12,526,0.28900518
United States,Telephone,Warehouse Store,Camping Equipment,Tents,Star Peg,2013,Q4 2013,4323.76,2206,0.48979592
United States,Telephone,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q4 2013,29976.52,302,0.3426355
United States,Telephone,Warehouse Store,Camping Equipment,Lanterns,EverGlow Kerosene,2013,Q4 2013,10001.35,317,0.36608558
United States,Telephone,Warehouse Store,Personal Accessories,Eyewear,Cat Eye,2013,Q4 2013,34819.2,1674,0.13076923
United States,Telephone,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q4 2013,3834.0,639,0.69
United States,Telephone,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Extreme,2013,Q4 2013,8820.21,1299,0.64359352
United States,Telephone,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q4 2013,1875.0,375,0.608
United States,Telephone,Warehouse Store,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q4 2013,3162.5,250,0.28853755
United States,Telephone,Warehouse Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q4 2013,684.0,114,0.54
United States,Telephone,Sports Store,Personal Accessories,Watches,Venue,2013,Q4 2013,5256.0,72,0.43041096
United States,Telephone,Sports Store,Personal Accessories,Watches,Infinity,2013,Q4 2013,4821.6,21,0.47378049
United States,Telephone,Sports Store,Personal Accessories,Watches,Sam,2013,Q4 2013,4446.2,94,0.402537
United States,Telephone,Sports Store,Personal Accessories,Watches,TX,2013,Q4 2013,10584.0,56,0.44835979
United States,Telephone,Sports Store,Personal Accessories,Watches,Legend,2013,Q4 2013,16026.2,63,0.44441602
United States,Telephone,Sports Store,Personal Accessories,Eyewear,Bella,2013,Q4 2013,4792.5,71,0.46562963
United States,Telephone,Sports Store,Personal Accessories,Eyewear,Cat Eye,2013,Q4 2013,4779.65,109,0.36214367
United States,Telephone,Sports Store,Personal Accessories,Eyewear,Dante,2013,Q4 2013,4472.7,102,0.36214367
United States,Telephone,Sports Store,Personal Accessories,Eyewear,Inferno,2013,Q4 2013,16013.9,237,0.42418836
United States,Telephone,Sports Store,Personal Accessories,Eyewear,Maximus,2013,Q4 2013,32291.3,373,0.51519573
United States,Telephone,Sports Store,Personal Accessories,Eyewear,Zone,2013,Q4 2013,9541.6,272,0.3262849
United States,Telephone,Sports Store,Personal Accessories,Eyewear,Hawk Eye,2013,Q4 2013,11008.0,256,0.43395349
United States,Telephone,Sports Store,Personal Accessories,Eyewear,Retro,2013,Q4 2013,11590.25,185,0.46001596
United States,Telephone,Sports Store,Personal Accessories,Navigation,Astro Pilot,2013,Q4 2013,4785.0,33,0.37855172
United States,E-mail,Warehouse Store,Personal Accessories,Eyewear,Cat Eye,2013,Q4 2013,3806.4,183,0.13076923
United States,Web,Golf Shop,Personal Accessories,Watches,Venue,2013,Q4 2013,138919.0,1903,0.42752151
United States,Web,Golf Shop,Personal Accessories,Watches,Infinity,2013,Q4 2013,158874.4,662,0.45204791
United States,Web,Golf Shop,Personal Accessories,Watches,Lux,2013,Q4 2013,19630.8,116,0.48866271
United States,Web,Golf Shop,Personal Accessories,Watches,Sam,2013,Q4 2013,94883.8,2006,0.40135302
United States,Web,Golf Shop,Personal Accessories,Watches,TX,2013,Q4 2013,188496.3,978,0.45074466
United States,Web,Golf Shop,Personal Accessories,Watches,Legend,2013,Q4 2013,118601.6,445,0.43527406
United States,Web,Golf Shop,Personal Accessories,Watches,Zodiak,2013,Q4 2013,24717.3,215,0.4202773
United States,Web,Golf Shop,Personal Accessories,Watches,Kodiak,2013,Q4 2013,20552.2,154,0.47108047
United States,Web,Golf Shop,Personal Accessories,Eyewear,Polar Sun,2013,Q4 2013,20224.12,334,0.56813448
United States,Web,Golf Shop,Personal Accessories,Eyewear,Polar Ice,2013,Q4 2013,6641.8,62,0.53615285
United States,Web,Golf Shop,Personal Accessories,Eyewear,Polar Sports,2013,Q4 2013,28760.86,246,0.49638224
United States,Web,Golf Shop,Personal Accessories,Eyewear,Bella,2013,Q4 2013,45607.5,670,0.46091301
United States,Web,Golf Shop,Personal Accessories,Eyewear,Capri,2013,Q4 2013,33397.6,872,0.35315382
United States,Web,Golf Shop,Personal Accessories,Eyewear,Cat Eye,2013,Q4 2013,94676.2,3067,0.33677175
United States,Web,Golf Shop,Personal Accessories,Eyewear,Dante,2013,Q4 2013,22977.4,524,0.36118403
United States,Web,Golf Shop,Personal Accessories,Eyewear,Fairway,2013,Q4 2013,149090.0,7016,0.41335931
United States,Web,Golf Shop,Personal Accessories,Eyewear,Inferno,2013,Q4 2013,196936.7,2845,0.43513703
United States,Web,Golf Shop,Personal Accessories,Eyewear,Maximus,2013,Q4 2013,153419.0,1716,0.49883398
United States,Web,Golf Shop,Personal Accessories,Eyewear,Trendi,2013,Q4 2013,16183.3,321,0.40299444
United States,Web,Golf Shop,Personal Accessories,Eyewear,Zone,2013,Q4 2013,262126.65,7882,0.33329728
United States,Web,Golf Shop,Personal Accessories,Eyewear,Hawk Eye,2013,Q4 2013,136493.5,3189,0.41595695
United States,Web,Golf Shop,Personal Accessories,Eyewear,Retro,2013,Q4 2013,81194.4,1296,0.45814933
United States,Web,Golf Shop,Personal Accessories,Knives,Max Gizmo,2013,Q4 2013,51312.9,1267,0.54816489
United States,Web,Golf Shop,Personal Accessories,Knives,Pocket Gizmo,2013,Q4 2013,25180.8,1952,0.60572579
United States,Web,Golf Shop,Personal Accessories,Binoculars,Opera Vision,2013,Q4 2013,8800.0,80,0.54336364
United States,Web,Golf Shop,Personal Accessories,Binoculars,Ranger Vision,2013,Q4 2013,63925.8,380,0.52914629
United States,Web,Golf Shop,Personal Accessories,Navigation,Astro Pilot,2013,Q4 2013,42630.0,294,0.37626202
United States,Web,Golf Shop,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q4 2013,255324.85,583,0.49537618
United States,Web,Golf Shop,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q4 2013,261101.6,296,0.48883347
United States,Web,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2013,Q4 2013,201581.02,398,0.45159281
United States,Web,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2013,Q4 2013,197629.38,234,0.50270552
United States,Web,Golf Shop,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q4 2013,819912.87,679,0.48738334
United States,Web,Golf Shop,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q4 2013,577227.6,873,0.48336358
United States,Web,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2013,Q4 2013,518568.53,401,0.52829764
United States,Web,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q4 2013,149411.06,172,0.51535047
United States,Web,Golf Shop,Golf Equipment,Putters,Course Pro Putter,2013,Q4 2013,383102.1,8255,0.46748253
United States,Web,Golf Shop,Golf Equipment,Putters,Blue Steel Putter,2013,Q4 2013,142652.52,1692,0.51132724
United States,Web,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q4 2013,99184.8,578,0.46503497
United States,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q4 2013,45155.27,4356,0.72989199
United States,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q4 2013,53125.47,4253,0.51966543
United States,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q4 2013,138201.69,663,0.61765229
United States,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Gloves,2013,Q4 2013,49887.18,4741,0.75766219
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Water Bag,2013,Q4 2013,34404.82,5457,0.53526831
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2013,Q4 2013,118975.36,5166,0.30830737
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Cup,2013,Q4 2013,22675.05,6422,0.75926404
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2013,Q4 2013,148068.24,2813,0.33564004
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q4 2013,14335.18,226,0.26880025
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Kettle,2013,Q4 2013,75817.44,5994,0.59601195
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Utensils,2013,Q4 2013,29231.85,1535,0.47488784
United States,Web,Department Store,Camping Equipment,Tents,Star Dome,2013,Q4 2013,213330.75,345,0.35958599
United States,Web,Department Store,Camping Equipment,Tents,Star Gazer 6,2013,Q4 2013,77181.96,95,0.39687979
United States,Web,Department Store,Camping Equipment,Tents,Star Peg,2013,Q4 2013,11521.46,5841,0.493033
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator,2013,Q4 2013,296496.21,2099,0.39117603
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2013,Q4 2013,153514.86,1376,0.5289785
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2013,Q4 2013,83541.02,2753,0.44381383
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q4 2013,30988.65,1785,0.51326534
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q4 2013,52226.34,547,0.3275893
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Climber Backpack,2013,Q4 2013,119387.7,1635,0.2810189
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q4 2013,222712.0,820,0.38637703
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q4 2013,280799.04,797,0.39449932
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Cooler,2013,Q4 2013,97192.4,3150,0.51385088
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Carryall,2013,Q4 2013,148458.58,2126,0.41028211
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly Mapreader,2013,Q4 2013,57164.86,3640,0.52243389
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly 2,2013,Q4 2013,99885.9,3759,0.3726589
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly 4,2013,Q4 2013,10510.08,357,0.38858696
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q4 2013,35749.38,1347,0.33006782
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Single,2013,Q4 2013,59953.65,1767,0.44768033
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Double,2013,Q4 2013,7353.15,141,0.44870566
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Kerosene,2013,Q4 2013,17857.3,566,0.36608558
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Butane,2013,Q4 2013,2980.12,44,0.40011812
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q4 2013,106670.2,3975,0.52338844
United States,Web,Department Store,Personal Accessories,Watches,Mountain Man Analog,2013,Q4 2013,16240.3,337,0.37747455
United States,Web,Department Store,Personal Accessories,Watches,Mountain Man Digital,2013,Q4 2013,4868.37,117,0.51934631
United States,Web,Department Store,Personal Accessories,Watches,Mountain Man Deluxe,2013,Q4 2013,72137.9,924,0.50045676
United States,Web,Department Store,Personal Accessories,Watches,Venue,2013,Q4 2013,170747.0,2339,0.42680738
United States,Web,Department Store,Personal Accessories,Watches,Infinity,2013,Q4 2013,528490.0,2188,0.45014358
United States,Web,Department Store,Personal Accessories,Watches,Lux,2013,Q4 2013,39894.0,232,0.48312478
United States,Web,Department Store,Personal Accessories,Watches,Sam,2013,Q4 2013,167252.8,3536,0.4018542
United States,Web,Department Store,Personal Accessories,Watches,TX,2013,Q4 2013,193564.8,968,0.46157018
United States,Web,Department Store,Personal Accessories,Watches,Legend,2013,Q4 2013,195393.0,744,0.43574007
United States,Web,Department Store,Personal Accessories,Watches,Zodiak,2013,Q4 2013,93985.2,841,0.42270804
United States,Web,Department Store,Personal Accessories,Watches,Kodiak,2013,Q4 2013,53220.8,400,0.46945555
United States,Web,Department Store,Personal Accessories,Eyewear,Polar Sun,2013,Q4 2013,91532.76,1532,0.56232282
United States,Web,Department Store,Personal Accessories,Eyewear,Polar Ice,2013,Q4 2013,28988.3,273,0.53203982
United States,Web,Department Store,Personal Accessories,Eyewear,Polar Sports,2013,Q4 2013,97142.88,825,0.49995306
United States,Web,Department Store,Personal Accessories,Eyewear,Bella,2013,Q4 2013,143370.0,2124,0.464816
United States,Web,Department Store,Personal Accessories,Eyewear,Capri,2013,Q4 2013,51513.5,1345,0.35276481
United States,Web,Department Store,Personal Accessories,Eyewear,Cat Eye,2013,Q4 2013,144283.6,4719,0.33805394
United States,Web,Department Store,Personal Accessories,Eyewear,Dante,2013,Q4 2013,71522.46,1600,0.38137740000000003
United States,Web,Department Store,Personal Accessories,Eyewear,Fairway,2013,Q4 2013,122995.0,5788,0.41289321
United States,Web,Department Store,Personal Accessories,Eyewear,Inferno,2013,Q4 2013,476977.2,6953,0.44508274
United States,Web,Department Store,Personal Accessories,Eyewear,Maximus,2013,Q4 2013,176709.85,2059,0.5074008
United States,Web,Department Store,Personal Accessories,Eyewear,Trendi,2013,Q4 2013,28340.3,561,0.39773256
United States,Web,Department Store,Personal Accessories,Eyewear,Zone,2013,Q4 2013,271831.9,8054,0.33080014
United States,Web,Department Store,Personal Accessories,Eyewear,Hawk Eye,2013,Q4 2013,208186.25,4859,0.419942
United States,Web,Department Store,Personal Accessories,Eyewear,Retro,2013,Q4 2013,191646.35,3059,0.45796301
United States,Web,Department Store,Personal Accessories,Knives,Double Edge,2013,Q4 2013,30247.18,1894,0.28428303
United States,Web,Department Store,Personal Accessories,Knives,Max Gizmo,2013,Q4 2013,31848.0,784,0.55403416
United States,Web,Department Store,Personal Accessories,Knives,Pocket Gizmo,2013,Q4 2013,37435.8,2902,0.61594276
United States,Web,Department Store,Personal Accessories,Binoculars,Seeker 35,2013,Q4 2013,35910.77,359,0.28831351
United States,Web,Department Store,Personal Accessories,Binoculars,Seeker 50,2013,Q4 2013,79242.8,622,0.2733124
United States,Web,Department Store,Personal Accessories,Binoculars,Seeker Mini,2013,Q4 2013,28566.22,350,0.50991066
United States,Web,Department Store,Personal Accessories,Binoculars,Opera Vision,2013,Q4 2013,39270.0,357,0.54207257
United States,Web,Department Store,Personal Accessories,Binoculars,Ranger Vision,2013,Q4 2013,76086.3,452,0.52670757
United States,Web,Department Store,Personal Accessories,Navigation,Glacier Basic,2013,Q4 2013,147757.99,4680,0.36653172
United States,Web,Department Store,Personal Accessories,Navigation,Glacier Deluxe,2013,Q4 2013,18049.14,197,0.42152368
United States,Web,Department Store,Personal Accessories,Navigation,Astro Pilot,2013,Q4 2013,120495.0,831,0.37770995
United States,Web,Department Store,Personal Accessories,Navigation,Sky Pilot,2013,Q4 2013,30072.0,84,0.3552514
United States,Web,Department Store,Personal Accessories,Navigation,Auto Pilot,2013,Q4 2013,36190.0,154,0.34868389
United States,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Natural,2013,Q4 2013,4902.0,817,0.69
United States,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2013,Q4 2013,7294.0,1042,0.73142857
United States,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q4 2013,7987.0,1141,0.66714286
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q4 2013,2155.0,431,0.61
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 15,2013,Q4 2013,3990.0,798,0.642
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q4 2013,12627.4,2546,0.62699368
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shield,2013,Q4 2013,816.0,136,0.54
United States,Web,Department Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q4 2013,11429.25,498,0.38824332
United States,Web,Department Store,Outdoor Protection,First Aid,Aloe Relief,2013,Q4 2013,2034.47,389,0.63288719
United States,Web,Department Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q4 2013,1284.0,214,0.54
United States,Web,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q4 2013,129195.25,295,0.49537618
United States,Web,Department Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q4 2013,91738.4,104,0.48883347
United States,Web,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2013,Q4 2013,124295.43,245,0.45250441
United States,Web,Department Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2013,Q4 2013,75166.73,89,0.50270552
United States,Web,Department Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q4 2013,131620.77,109,0.48738334
United States,Web,Department Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q4 2013,183813.6,278,0.48336358
United States,Web,Department Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2013,Q4 2013,80087.26,62,0.52776509
United States,Web,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q4 2013,244874.24,283,0.51345229
United States,Web,Department Store,Golf Equipment,Putters,Course Pro Putter,2013,Q4 2013,110631.42,1996,0.53158443
United States,Web,Department Store,Golf Equipment,Putters,Blue Steel Putter,2013,Q4 2013,26304.72,312,0.51132724
United States,Web,Department Store,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q4 2013,37752.0,220,0.46503497
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q4 2013,23517.54,2260,0.73092424
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q4 2013,39060.31,3133,0.51874422
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q4 2013,21042.34,101,0.61745224
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2013,Q4 2013,7728.0,736,0.75714286
United States,Web,Direct Marketing,Camping Equipment,Cooking Gear,TrailChef Kettle,2013,Q4 2013,48469.34,3840,0.59515851
United States,Web,Direct Marketing,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q4 2013,72062.76,726,0.3426355
United States,Web,Direct Marketing,Camping Equipment,Packs,Canyon Mule Cooler,2013,Q4 2013,64006.96,2089,0.51044386
United States,Web,Direct Marketing,Camping Equipment,Lanterns,Firefly Mapreader,2013,Q4 2013,29510.04,1849,0.53007519
United States,Web,Direct Marketing,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q4 2013,17755.26,669,0.33006782
United States,Web,Direct Marketing,Camping Equipment,Lanterns,EverGlow Single,2013,Q4 2013,39198.3,1158,0.44638109
United States,Web,Direct Marketing,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2013,Q4 2013,7273.0,1039,0.73142857
United States,Web,Direct Marketing,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q4 2013,5768.0,824,0.66714286
United States,Web,Direct Marketing,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q4 2013,3000.0,600,0.61
United States,Web,Direct Marketing,Outdoor Protection,Sunscreen,Sun Shelter 15,2013,Q4 2013,6625.0,1325,0.642
United States,Web,Direct Marketing,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q4 2013,13370.0,2674,0.63
United States,Web,Direct Marketing,Outdoor Protection,Sunscreen,Sun Shield,2013,Q4 2013,4698.0,783,0.54
United States,Web,Direct Marketing,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q4 2013,9415.0,413,0.38411896
United States,Web,Direct Marketing,Outdoor Protection,First Aid,Aloe Relief,2013,Q4 2013,1616.07,309,0.63288719
United States,Web,Direct Marketing,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q4 2013,984.0,164,0.54
