Retailer country,Order method type,Retailer type,Product line,Product type,Product,Year,Quarter,Revenue,Quantity,Gross margin
United States,Web,Golf Shop,Personal Accessories,Watches,Zodiak,2014,Q1 2014,29119.7,260,0.42314447
United States,Web,Golf Shop,Personal Accessories,Watches,Kodiak,2014,Q1 2014,44428.2,335,0.46092977
United States,Web,Golf Shop,Personal Accessories,Eyewear,Polar Sun,2014,Q1 2014,9285.6,152,0.57930559
United States,Web,Golf Shop,Personal Accessories,Eyewear,Polar Sports,2014,Q1 2014,21332.0,182,0.4976486
United States,Web,Golf Shop,Personal Accessories,Eyewear,Polar Wave,2014,Q1 2014,1001.16,18,0.31193815
United States,Web,Golf Shop,Personal Accessories,Eyewear,Bella,2014,Q1 2014,47857.5,709,0.46358418
United States,Web,Golf Shop,Personal Accessories,Eyewear,Capri,2014,Q1 2014,53888.1,1407,0.35234811
United States,Web,Golf Shop,Personal Accessories,Eyewear,Cat Eye,2014,Q1 2014,133980.75,3800,0.3475238
United States,Web,Golf Shop,Personal Accessories,Eyewear,Dante,2014,Q1 2014,65016.15,1455,0.35850954
United States,Web,Golf Shop,Personal Accessories,Eyewear,Fairway,2014,Q1 2014,60222.5,2834,0.41412263
United States,Web,Golf Shop,Personal Accessories,Eyewear,Inferno,2014,Q1 2014,136289.55,1987,0.44142209999999993
United States,Web,Golf Shop,Personal Accessories,Eyewear,Maximus,2014,Q1 2014,178469.8,2013,0.49770841
United States,Web,Golf Shop,Personal Accessories,Eyewear,Trendi,2014,Q1 2014,39553.6,782,0.39536629
United States,Web,Golf Shop,Personal Accessories,Eyewear,Zone,2014,Q1 2014,166027.55,4881,0.33480642
United States,Web,Golf Shop,Personal Accessories,Eyewear,Hawk Eye,2014,Q1 2014,143685.25,3360,0.41068794
United States,Web,Golf Shop,Personal Accessories,Eyewear,Retro,2014,Q1 2014,102432.75,1635,0.46015615
United States,Web,Golf Shop,Personal Accessories,Knives,Max Gizmo,2014,Q1 2014,42872.1,1058,0.53837531
United States,Web,Golf Shop,Personal Accessories,Knives,Pocket Gizmo,2014,Q1 2014,12022.8,932,0.60090328
United States,Web,Golf Shop,Personal Accessories,Binoculars,Ranger Vision,2014,Q1 2014,88817.0,529,0.53345745
United States,Web,Golf Shop,Personal Accessories,Navigation,Astro Pilot,2014,Q1 2014,40238.0,254,0.37364755
United States,Web,Golf Shop,Personal Accessories,Navigation,Sky Pilot,2014,Q1 2014,41886.0,117,0.35148642
United States,Web,Golf Shop,Personal Accessories,Navigation,Auto Pilot,2014,Q1 2014,26790.0,114,0.34960134
United States,Web,Golf Shop,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2014,Q1 2014,0.0,405,
United States,Web,Golf Shop,Outdoor Protection,Sunscreen,Sun Blocker,2014,Q1 2014,1184.0,244,0.59814189
United States,Web,Golf Shop,Outdoor Protection,Sunscreen,Sun Shelter 30,2014,Q1 2014,0.0,405,
United States,Web,Golf Shop,Outdoor Protection,First Aid,Aloe Relief,2014,Q1 2014,695.59,133,0.63288719
United States,Web,Golf Shop,Golf Equipment,Irons,Hailstorm Steel Irons,2014,Q1 2014,676867.86,1524,0.50240805
United States,Web,Golf Shop,Golf Equipment,Irons,Hailstorm Titanium Irons,2014,Q1 2014,584247.4,667,0.48870862
United States,Web,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2014,Q1 2014,361362.54,714,0.4511865
United States,Web,Golf Shop,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2014,Q1 2014,597110.99,707,0.50270552
United States,Web,Golf Shop,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2014,Q1 2014,555336.47,461,0.48787885
United States,Web,Golf Shop,Golf Equipment,Woods,Hailstorm Steel Woods Set,2014,Q1 2014,783730.8,1164,0.49265437
United States,Web,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2014,Q1 2014,364267.86,282,0.52776509
United States,Web,Golf Shop,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2014,Q1 2014,370339.84,428,0.51345229
United States,Web,Golf Shop,Golf Equipment,Putters,Course Pro Putter,2014,Q1 2014,289323.54,4653,0.5432615
United States,Web,Golf Shop,Golf Equipment,Putters,Blue Steel Putter,2014,Q1 2014,119888.82,1827,0.3721483
United States,Web,Golf Shop,Golf Equipment,Putters,Blue Steel Max Putter,2014,Q1 2014,311625.6,1847,0.51517269
United States,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2014,Q1 2014,89394.04,8672,0.67017041
United States,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Umbrella,2014,Q1 2014,92220.21,7461,0.47654999
United States,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2014,Q1 2014,135484.4,649,0.61821951
United States,Web,Golf Shop,Golf Equipment,Golf Accessories,Course Pro Gloves,2014,Q1 2014,64099.52,6120,0.75653484
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Water Bag,2014,Q1 2014,41640.9,10542,0.45063291
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2014,Q1 2014,84069.04,3672,0.30420331
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2014,Q1 2014,76822.67,1449,0.34040915
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2014,Q1 2014,136169.15,1105,0.35437799
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2014,Q1 2014,66030.63,1041,0.26880025
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Kettle,2014,Q1 2014,135384.25,15009,0.5146643
United States,Web,Department Store,Camping Equipment,Cooking Gear,TrailChef Utensils,2014,Q1 2014,42104.01,2297,0.45444626
United States,Web,Department Store,Camping Equipment,Tents,Star Lite,2014,Q1 2014,457645.03,1268,0.30732341
United States,Web,Department Store,Camping Equipment,Tents,Star Dome,2014,Q1 2014,130471.85,211,0.35958599
United States,Web,Department Store,Camping Equipment,Tents,Star Gazer 2,2014,Q1 2014,190335.2,344,0.2904934
United States,Web,Department Store,Camping Equipment,Tents,Star Gazer 3,2014,Q1 2014,162596.2,230,0.35779557
United States,Web,Department Store,Camping Equipment,Tents,Star Gazer 6,2014,Q1 2014,162990.87,206,0.38070151
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Lite,2014,Q1 2014,284757.93,3327,0.29898353
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2014,Q1 2014,87297.02,722,0.56992805
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2014,Q1 2014,91191.3,2638,0.45151632
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2014,Q1 2014,25749.5,1484,0.50148158
United States,Web,Department Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2014,Q1 2014,48240.36,486,0.3426355
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Climber Backpack,2014,Q1 2014,85901.88,1170,0.28493998
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2014,Q1 2014,484806.0,1785,0.38637703
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2014,Q1 2014,295223.27,905,0.3460419
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Cooler,2014,Q1 2014,93386.62,3088,0.50399747
United States,Web,Department Store,Camping Equipment,Packs,Canyon Mule Carryall,2014,Q1 2014,192870.46,2762,0.41028211
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly Lite,2014,Q1 2014,42344.49,2929,0.53309746
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly Mapreader,2014,Q1 2014,44480.25,3471,0.41474025
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly 2,2014,Q1 2014,27717.26,1028,0.38172965
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly 4,2014,Q1 2014,15838.72,538,0.38858696
United States,Web,Department Store,Camping Equipment,Lanterns,Firefly Multi-light,2014,Q1 2014,41973.67,1598,0.32308897
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Single,2014,Q1 2014,8845.0,250,0.47032222
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Double,2014,Q1 2014,8187.55,157,0.44870566
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Kerosene,2014,Q1 2014,4322.35,137,0.36608558
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Butane,2014,Q1 2014,57858.92,898,0.36940164
United States,Web,Department Store,Camping Equipment,Lanterns,EverGlow Lamp,2014,Q1 2014,103024.51,3853,0.52166848
United States,Web,Department Store,Camping Equipment,Lanterns,Flicker Lantern,2014,Q1 2014,3333.55,95,0.55485893
United States,Web,Department Store,Personal Accessories,Watches,Mountain Man Analog,2014,Q1 2014,46688.16,972,0.37543052
United States,Web,Department Store,Personal Accessories,Watches,Mountain Man Digital,2014,Q1 2014,27037.14,663,0.50956351
United States,Web,Department Store,Personal Accessories,Watches,Mountain Man Deluxe,2014,Q1 2014,30368.24,392,0.49657932
United States,Web,Department Store,Personal Accessories,Watches,Mountain Man Combination,2014,Q1 2014,23439.17,247,0.52579379
United States,Web,Department Store,Personal Accessories,Watches,Venue,2014,Q1 2014,115121.0,1577,0.42852894
United States,Web,Department Store,Personal Accessories,Watches,Infinity,2014,Q1 2014,151865.2,628,0.44646252
United States,Web,Department Store,Personal Accessories,Watches,Lux,2014,Q1 2014,53729.2,310,0.48127908
United States,Web,Department Store,Personal Accessories,Watches,Sam,2014,Q1 2014,107229.1,2267,0.39737142
United States,Web,Department Store,Personal Accessories,Watches,TX,2014,Q1 2014,220959.8,1177,0.45590583
United States,Web,Department Store,Personal Accessories,Watches,Legend,2014,Q1 2014,103238.6,395,0.43046554
United States,Web,Department Store,Personal Accessories,Watches,Zodiak,2014,Q1 2014,61755.8,550,0.42364409
United States,Web,Department Store,Personal Accessories,Watches,Kodiak,2014,Q1 2014,80489.5,602,0.46298735
United States,Web,Department Store,Personal Accessories,Eyewear,Polar Sun,2014,Q1 2014,31738.52,527,0.57326618
United States,Web,Department Store,Personal Accessories,Eyewear,Polar Ice,2014,Q1 2014,29848.5,303,0.49558370000000007
United States,Web,Department Store,Personal Accessories,Eyewear,Polar Sports,2014,Q1 2014,88745.93,759,0.49642851
United States,Web,Department Store,Personal Accessories,Eyewear,Polar Wave,2014,Q1 2014,8649.02,124,0.43616965
United States,Web,Department Store,Personal Accessories,Eyewear,Bella,2014,Q1 2014,131557.5,1949,0.46419049
United States,Web,Department Store,Personal Accessories,Eyewear,Capri,2014,Q1 2014,172809.6,4512,0.35137984
United States,Web,Department Store,Personal Accessories,Eyewear,Cat Eye,2014,Q1 2014,267718.55,9251,0.33374352
United States,Web,Department Store,Personal Accessories,Eyewear,Dante,2014,Q1 2014,103736.9,2242,0.35415624
United States,Web,Department Store,Personal Accessories,Eyewear,Fairway,2014,Q1 2014,132260.0,6224,0.41411651
United States,Web,Department Store,Personal Accessories,Eyewear,Inferno,2014,Q1 2014,487899.45,7173,0.43513142
United States,Web,Department Store,Personal Accessories,Eyewear,Maximus,2014,Q1 2014,377097.3,4349,0.50716136
United States,Web,Department Store,Personal Accessories,Eyewear,Trendi,2014,Q1 2014,84119.6,1667,0.39893972
United States,Web,Department Store,Personal Accessories,Eyewear,Zone,2014,Q1 2014,345293.8,10078,0.33837373
United States,Web,Department Store,Personal Accessories,Eyewear,Hawk Eye,2014,Q1 2014,250135.5,5835,0.42220433
United States,Web,Department Store,Personal Accessories,Eyewear,Retro,2014,Q1 2014,167714.05,2677,0.46124496
United States,Web,Department Store,Personal Accessories,Knives,Single Edge,2014,Q1 2014,22380.48,1824,0.30236349
United States,Web,Department Store,Personal Accessories,Knives,Bear Survival Edge,2014,Q1 2014,35247.36,402,0.46395985
United States,Web,Department Store,Personal Accessories,Knives,Max Gizmo,2014,Q1 2014,65105.3,1614,0.5382078
United States,Web,Department Store,Personal Accessories,Knives,Pocket Gizmo,2014,Q1 2014,45124.2,3498,0.61632915
United States,Web,Department Store,Personal Accessories,Binoculars,Seeker 35,2014,Q1 2014,57817.34,578,0.28831351
United States,Web,Department Store,Personal Accessories,Binoculars,Seeker 50,2014,Q1 2014,139885.2,1098,0.2733124
United States,Web,Department Store,Personal Accessories,Binoculars,Seeker Mini,2014,Q1 2014,14549.12,179,0.50787402
United States,Web,Department Store,Personal Accessories,Binoculars,Ranger Vision,2014,Q1 2014,75194.4,447,0.53425348
United States,Web,Department Store,Personal Accessories,Navigation,Glacier Basic,2014,Q1 2014,43991.64,1386,0.36988028
United States,Web,Department Store,Personal Accessories,Navigation,Glacier GPS,2014,Q1 2014,143802.45,1529,0.30887826
United States,Web,Department Store,Personal Accessories,Navigation,Astro Pilot,2014,Q1 2014,41323.0,166,0.36414297
United States,Web,Department Store,Personal Accessories,Navigation,Sky Pilot,2014,Q1 2014,43318.0,121,0.35033612
United States,Web,Department Store,Personal Accessories,Navigation,Auto Pilot,2014,Q1 2014,10810.0,46,0.34805458
United States,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Spray,2014,Q1 2014,1622.7,270,0.69550749
United States,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2014,Q1 2014,2366.0,625,0.50338123
United States,Web,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2014,Q1 2014,4165.0,595,0.66714286
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Blocker,2014,Q1 2014,1879.0,407,0.57762108
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2014,Q1 2014,1265.0,253,0.608
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 15,2014,Q1 2014,1704.3,345,0.63765182
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2014,Q1 2014,3400.0,967,0.47383824
United States,Web,Department Store,Outdoor Protection,Sunscreen,Sun Shield,2014,Q1 2014,1908.0,318,0.54
United States,Web,Department Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2014,Q1 2014,5110.0,146,0.59885714
United States,Web,Department Store,Outdoor Protection,First Aid,Calamine Relief,2014,Q1 2014,300.0,50,0.52833333
United States,Web,Department Store,Outdoor Protection,First Aid,Aloe Relief,2014,Q1 2014,334.72,64,0.63288719
United States,Web,Department Store,Golf Equipment,Irons,Hailstorm Steel Irons,2014,Q1 2014,236101.15,524,0.50951531
United States,Web,Department Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2014,Q1 2014,10919.52,12,0.50668161
United States,Web,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2014,Q1 2014,78447.05,155,0.4511865
United States,Web,Department Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2014,Q1 2014,195940.24,232,0.50270552
United States,Web,Department Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2014,Q1 2014,216147.87,179,0.48738334
United States,Web,Department Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2014,Q1 2014,271822.8,396,0.50234638
United States,Web,Department Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2014,Q1 2014,109797.05,85,0.52776509
United States,Web,Department Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2014,Q1 2014,256988.16,297,0.51345229
United States,Web,Department Store,Golf Equipment,Putters,Course Pro Putter,2014,Q1 2014,98741.84,1588,0.5432615
United States,Web,Department Store,Golf Equipment,Putters,Blue Steel Putter,2014,Q1 2014,20655.95,532,-0.06111798
United States,Web,Department Store,Golf Equipment,Putters,Blue Steel Max Putter,2014,Q1 2014,95409.6,556,0.52331002
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2014,Q1 2014,12910.32,1251,0.67054264
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2014,Q1 2014,21008.4,1721,0.46998009999999996
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2014,Q1 2014,45022.96,212,0.62471592
United States,Web,Department Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2014,Q1 2014,27267.96,2612,0.7557353
United States,Web,Direct Marketing,Outdoor Protection,Insect Repellents,BugShield Spray,2014,Q1 2014,6394.64,1064,0.69550749
United States,Web,Direct Marketing,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2014,Q1 2014,1036.0,148,0.73142857
United States,Web,Direct Marketing,Outdoor Protection,Insect Repellents,BugShield Lotion,2014,Q1 2014,3927.0,561,0.66714286
United States,Web,Direct Marketing,Outdoor Protection,Sunscreen,Sun Blocker,2014,Q1 2014,1120.0,224,0.61
United States,Web,Direct Marketing,Outdoor Protection,Sunscreen,Sun Shelter 15,2014,Q1 2014,1946.36,394,0.63765182
United States,Web,Direct Marketing,Outdoor Protection,Sunscreen,Sun Shelter 30,2014,Q1 2014,3885.0,777,0.63
United States,Web,Direct Marketing,Outdoor Protection,Sunscreen,Sun Shield,2014,Q1 2014,4362.0,727,0.54
United States,Web,Direct Marketing,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2014,Q1 2014,7035.0,201,0.59885714
United States,Web,Direct Marketing,Outdoor Protection,First Aid,Calamine Relief,2014,Q1 2014,606.0,101,0.52833333
United States,Web,Direct Marketing,Outdoor Protection,First Aid,Aloe Relief,2014,Q1 2014,371.33,71,0.63288719
United States,Web,Direct Marketing,Outdoor Protection,First Aid,Insect Bite Relief,2014,Q1 2014,732.0,122,0.54
United States,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2014,Q1 2014,165004.93,3151,0.33219892
United States,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2014,Q1 2014,155885.95,1265,0.35437799
United States,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Kettle,2014,Q1 2014,80497.43,10151,0.48423707
United States,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Utensils,2014,Q1 2014,54679.82,4726,0.42955920000000003
United States,Web,Warehouse Store,Camping Equipment,Tents,Star Lite,2014,Q1 2014,828066.78,2331,0.29625241
United States,Web,Warehouse Store,Camping Equipment,Tents,Star Gazer 3,2014,Q1 2014,233997.14,331,0.35779557
United States,Web,Warehouse Store,Camping Equipment,Packs,Canyon Mule Climber Backpack,2014,Q1 2014,13988.52,182,0.31693989
United States,Web,Warehouse Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2014,Q1 2014,143744.88,456,0.32325604
United States,Web,Warehouse Store,Camping Equipment,Lanterns,Firefly Mapreader,2014,Q1 2014,45514.48,3354,0.44731874
United States,Web,Warehouse Store,Camping Equipment,Lanterns,Firefly Extreme,2014,Q1 2014,27503.12,508,0.44052457
United States,Web,Warehouse Store,Camping Equipment,Lanterns,EverGlow Single,2014,Q1 2014,65160.48,2706,0.37707641
United States,Web,Warehouse Store,Personal Accessories,Eyewear,Polar Sun,2014,Q1 2014,17791.42,298,0.56953408
United States,Web,Warehouse Store,Personal Accessories,Eyewear,Polar Ice,2014,Q1 2014,33132.0,345,0.48258329999999994
United States,Web,Warehouse Store,Personal Accessories,Eyewear,Polar Sports,2014,Q1 2014,23755.36,200,0.5042803
United States,Web,Warehouse Store,Personal Accessories,Eyewear,Polar Extreme,2014,Q1 2014,1779.6,12,0.5111260999999999
United States,Web,Warehouse Store,Personal Accessories,Knives,Double Edge,2014,Q1 2014,27811.4,1710,0.29721985
United States,Web,Warehouse Store,Personal Accessories,Knives,Bear Edge,2014,Q1 2014,74824.22,1899,0.40282077
United States,Web,Warehouse Store,Personal Accessories,Binoculars,Seeker 35,2014,Q1 2014,24007.2,240,0.28831351
United States,Web,Warehouse Store,Personal Accessories,Navigation,Glacier Deluxe,2014,Q1 2014,93452.4,1020,0.44335298
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Natural,2014,Q1 2014,23454.0,3909,0.69
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Spray,2014,Q1 2014,4567.6,760,0.69550749
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2014,Q1 2014,6916.0,988,0.73142857
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2014,Q1 2014,7777.0,1111,0.66714286
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Extreme,2014,Q1 2014,48339.69,7018,0.64866221
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Blocker,2014,Q1 2014,3140.0,628,0.61
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2014,Q1 2014,5035.0,1007,0.608
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter 15,2014,Q1 2014,15175.68,3072,0.63765182
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2014,Q1 2014,18260.0,3652,0.63
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shield,2014,Q1 2014,15750.0,2625,0.54
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Compact Relief Kit,2014,Q1 2014,14007.0,609,0.60869565
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2014,Q1 2014,4339.3,126,0.59232134
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Calamine Relief,2014,Q1 2014,360.0,60,0.52833333
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Aloe Relief,2014,Q1 2014,1820.04,348,0.63288719
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Insect Bite Relief,2014,Q1 2014,2778.0,463,0.54
United States,Web,Equipment Rental Store,Camping Equipment,Cooking Gear,TrailChef Water Bag,2014,Q1 2014,90391.8,22884,0.45063291
United States,Web,Equipment Rental Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2014,Q1 2014,53776.61,2329,0.31009095
United States,Web,Equipment Rental Store,Camping Equipment,Tents,Star Gazer 6,2014,Q1 2014,111430.89,141,0.37997444
United States,Web,Equipment Rental Store,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2014,Q1 2014,67588.69,559,0.56992805
United States,Web,Equipment Rental Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2014,Q1 2014,44132.89,1019,0.49526668
