Retailer country,Order method type,Retailer type,Product line,Product type,Product,Year,Quarter,Revenue,Quantity,Gross margin
United States,Web,Department Store,Personal Accessories,Eyewear,Cat Eye,2014,Q3 2014,128161.1,4001,0.34407367
United States,Web,Department Store,Personal Accessories,Eyewear,Dante,2014,Q3 2014,48687.05,1049,0.35541607
United States,Web,Department Store,Personal Accessories,Eyewear,Fairway,2014,Q3 2014,14683.75,691,0.41647059
United States,Web,Department Store,Personal Accessories,Eyewear,Inferno,2014,Q3 2014,157683.2,2297,0.44186946
United States,Web,Department Store,Personal Accessories,Eyewear,Maximus,2014,Q3 2014,103758.25,1209,0.5065683
United States,Web,Department Store,Personal Accessories,Eyewear,Trendi,2014,Q3 2014,60252.2,1189,0.39113775
United States,Web,Department Store,Personal Accessories,Eyewear,Zone,2014,Q3 2014,105374.1,3096,0.34090398
United States,Web,Department Store,Personal Accessories,Eyewear,Hawk Eye,2014,Q3 2014,41795.75,975,0.42552006
United States,Web,Department Store,Personal Accessories,Eyewear,Retro,2014,Q3 2014,125300.0,2000,0.46384677
United States,Web,Department Store,Personal Accessories,Knives,Pocket Gizmo,2014,Q3 2014,28031.7,2173,0.60454343
United States,Web,Department Store,Personal Accessories,Binoculars,Seeker 35,2014,Q3 2014,58717.61,587,0.28831351
United States,Web,Department Store,Personal Accessories,Binoculars,Ranger Vision,2014,Q3 2014,79544.5,473,0.53399481
United States,Web,Department Store,Personal Accessories,Navigation,Glacier Basic,2014,Q3 2014,64127.73,2225,0.30607243
United States,Web,Department Store,Personal Accessories,Navigation,Astro Pilot,2014,Q3 2014,50063.0,263,0.37647604
United States,Web,Department Store,Personal Accessories,Navigation,Sky Pilot,2014,Q3 2014,18616.0,52,0.35871508
United States,Web,Department Store,Personal Accessories,Navigation,Auto Pilot,2014,Q3 2014,19270.0,82,0.35093617
United States,Web,Department Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2014,Q3 2014,141136.0,160,0.49110078
United States,Web,Department Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2014,Q3 2014,64275.97,127,0.4511865
United States,Web,Department Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2014,Q3 2014,90368.99,107,0.50270552
United States,Web,Direct Marketing,Outdoor Protection,Sunscreen,Sun Shelter 15,2014,Q3 2014,1798.16,364,0.63765182
United States,Web,Direct Marketing,Outdoor Protection,Sunscreen,Sun Shelter 30,2014,Q3 2014,3600.0,720,0.63
United States,Web,Direct Marketing,Outdoor Protection,First Aid,Aloe Relief,2014,Q3 2014,716.51,137,0.63288719
United States,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Cup,2014,Q3 2014,18299.34,5239,0.7509238
United States,Web,Warehouse Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2014,Q3 2014,140687.74,2218,0.26880025
United States,Web,Warehouse Store,Camping Equipment,Tents,Star Dome,2014,Q3 2014,349367.75,565,0.35958599
United States,Web,Warehouse Store,Camping Equipment,Tents,Star Gazer 2,2014,Q3 2014,614716.3,1111,0.2904934
United States,Web,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2014,Q3 2014,84395.18,698,0.56992805
United States,Web,Warehouse Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2014,Q3 2014,177179.1,1785,0.3426355
United States,Web,Warehouse Store,Personal Accessories,Knives,Double Edge,2014,Q3 2014,38736.0,2400,0.29182156
United States,Web,Warehouse Store,Personal Accessories,Knives,Bear Survival Edge,2014,Q3 2014,33932.16,387,0.46395985
United States,Web,Warehouse Store,Personal Accessories,Binoculars,Seeker 50,2014,Q3 2014,90708.8,712,0.2733124
United States,Web,Warehouse Store,Personal Accessories,Binoculars,Seeker Mini,2014,Q3 2014,47142.4,580,0.50787402
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Natural,2014,Q3 2014,9708.0,1618,0.69
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Spray,2014,Q3 2014,3822.36,636,0.69550749
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2014,Q3 2014,2583.0,369,0.73142857
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2014,Q3 2014,5894.0,842,0.66714286
United States,Web,Warehouse Store,Outdoor Protection,Insect Repellents,BugShield Extreme,2014,Q3 2014,24486.28,3614,0.64282529
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Blocker,2014,Q3 2014,2710.0,542,0.61
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2014,Q3 2014,5615.0,1123,0.608
United States,Web,Warehouse Store,Outdoor Protection,Sunscreen,Sun Shield,2014,Q3 2014,5430.0,905,0.54
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Compact Relief Kit,2014,Q3 2014,9361.0,814,0.2173913
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2014,Q3 2014,13387.5,765,0.19771429
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Calamine Relief,2014,Q3 2014,756.0,126,0.52833333
United States,Web,Warehouse Store,Outdoor Protection,First Aid,Aloe Relief,2014,Q3 2014,496.85,95,0.63288719
United States,Web,Equipment Rental Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2014,Q3 2014,88355.91,717,0.35437799
United States,Web,Equipment Rental Store,Camping Equipment,Cooking Gear,TrailChef Double Flame,2014,Q3 2014,102079.44,708,0.4798169
United States,Web,Equipment Rental Store,Camping Equipment,Lanterns,EverGlow Lamp,2014,Q3 2014,36099.24,1338,0.52594514
United States,Web,Equipment Rental Store,Mountaineering Equipment,Rope,Husky Rope 60,2014,Q3 2014,83752.0,464,0.29911357
United States,Web,Equipment Rental Store,Outdoor Protection,First Aid,Insect Bite Relief,2014,Q3 2014,1410.0,235,0.54
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Water Bag,2014,Q3 2014,78700.18,12532,0.52069589
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Cook Set,2014,Q3 2014,25623.08,476,0.35036225
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2014,Q3 2014,115220.05,935,0.35437799
United States,Web,Outdoors Shop,Camping Equipment,Cooking Gear,TrailChef Utensils,2014,Q3 2014,17746.8,920,0.48159668
United States,Web,Outdoors Shop,Camping Equipment,Tents,Star Lite,2014,Q3 2014,582985.96,1658,0.28900518
United States,Web,Outdoors Shop,Camping Equipment,Tents,Star Gazer 6,2014,Q3 2014,117753.21,149,0.37997444
United States,Web,Outdoors Shop,Camping Equipment,Tents,Star Peg,2014,Q3 2014,6967.8,3555,0.48979592
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator,2014,Q3 2014,139342.45,975,0.39824511
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Extreme,2014,Q3 2014,282105.6,1120,0.40447832
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2014,Q3 2014,107753.87,987,0.52369228
United States,Web,Outdoors Shop,Camping Equipment,Sleeping Bags,Hibernator Pad,2014,Q3 2014,53743.44,1239,0.49604007
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Climber Backpack,2014,Q3 2014,177803.7,2435,0.2810189
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2014,Q3 2014,243244.44,556,0.45397609
United States,Web,Outdoors Shop,Camping Equipment,Packs,Canyon Mule Cooler,2014,Q3 2014,16006.32,517,0.51550388
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Lite,2014,Q3 2014,12849.36,888,0.53351762
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Mapreader,2014,Q3 2014,43047.07,2712,0.52749397
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,Firefly Extreme,2014,Q3 2014,31169.86,574,0.44220282
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Single,2014,Q3 2014,27840.9,795,0.46487721
United States,Web,Outdoors Shop,Camping Equipment,Lanterns,EverGlow Butane,2014,Q3 2014,26613.9,413,0.36949526
United States,Web,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 50,2014,Q3 2014,145008.0,954,0.33611842
United States,Web,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 60,2014,Q3 2014,38446.5,213,0.29911357
United States,Web,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 100,2014,Q3 2014,310228.86,942,0.30862661
United States,Web,Outdoors Shop,Mountaineering Equipment,Rope,Husky Rope 200,2014,Q3 2014,268745.16,492,0.32198891
United States,Web,Outdoors Shop,Mountaineering Equipment,Safety,Granite Climbing Helmet,2014,Q3 2014,200565.9,2853,0.25263158
United States,Web,Outdoors Shop,Mountaineering Equipment,Safety,Husky Harness,2014,Q3 2014,147088.5,2382,0.29117409
United States,Web,Outdoors Shop,Mountaineering Equipment,Safety,Husky Harness Extreme,2014,Q3 2014,248501.0,2378,0.48392344
United States,Web,Outdoors Shop,Mountaineering Equipment,Safety,Granite Signal Mirror,2014,Q3 2014,29822.1,1291,0.38787879
United States,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Carabiner,2014,Q3 2014,89571.2,23148,0.49347469
United States,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Belay,2014,Q3 2014,145236.0,2184,0.48165414
United States,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Pulley,2014,Q3 2014,110976.72,3043,0.49683997
United States,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Climbing Lamp,2014,Q3 2014,62145.07,1973,0.37532293
United States,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Charger,2014,Q3 2014,109070.16,2080,0.57358823
United States,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Firefly Rechargeable Battery,2014,Q3 2014,82901.2,10848,0.58780814
United States,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,Granite Chalk Bag,2014,Q3 2014,30464.28,1727,0.51643991
United States,Web,Outdoors Shop,Mountaineering Equipment,Tools,Granite Ice,2014,Q3 2014,130568.0,1718,0.48723684
United States,Web,Outdoors Shop,Mountaineering Equipment,Tools,Granite Hammer,2014,Q3 2014,85097.6,1120,0.25138194
United States,Web,Outdoors Shop,Mountaineering Equipment,Tools,Granite Shovel,2014,Q3 2014,51911.57,883,0.3856098
United States,Web,Outdoors Shop,Mountaineering Equipment,Tools,Granite Grip,2014,Q3 2014,45743.4,2356,0.49061854
United States,Web,Outdoors Shop,Mountaineering Equipment,Tools,Granite Axe,2014,Q3 2014,214605.6,5634,0.48754515
United States,Web,Outdoors Shop,Mountaineering Equipment,Tools,Granite Extreme,2014,Q3 2014,329232.0,4332,0.38789474
United States,Web,Outdoors Shop,Personal Accessories,Watches,Mountain Man Analog,2014,Q3 2014,1759.68,36,0.38625205
United States,Web,Outdoors Shop,Personal Accessories,Watches,Mountain Man Digital,2014,Q3 2014,6932.6,170,0.50956351
United States,Web,Outdoors Shop,Personal Accessories,Watches,Mountain Man Deluxe,2014,Q3 2014,22776.18,294,0.49657932
United States,Web,Outdoors Shop,Personal Accessories,Watches,Mountain Man Combination,2014,Q3 2014,6710.76,70,0.53060458
United States,Web,Outdoors Shop,Personal Accessories,Watches,Mountain Man Extreme,2014,Q3 2014,21813.48,78,0.58453122
United States,Web,Outdoors Shop,Personal Accessories,Watches,Venue,2014,Q3 2014,111325.0,1525,0.43424658
United States,Web,Outdoors Shop,Personal Accessories,Watches,Infinity,2014,Q3 2014,320330.8,1335,0.45241494
United States,Web,Outdoors Shop,Personal Accessories,Watches,Lux,2014,Q3 2014,54106.4,315,0.48631992
United States,Web,Outdoors Shop,Personal Accessories,Watches,Sam,2014,Q3 2014,132108.9,2793,0.402537
United States,Web,Outdoors Shop,Personal Accessories,Watches,TX,2014,Q3 2014,193596.6,1026,0.46097793
United States,Web,Outdoors Shop,Personal Accessories,Watches,Legend,2014,Q3 2014,114563.0,439,0.43834083
United States,Web,Outdoors Shop,Personal Accessories,Watches,Zodiak,2014,Q3 2014,48115.5,426,0.42286997
United States,Web,Outdoors Shop,Personal Accessories,Watches,Kodiak,2014,Q3 2014,46080.0,348,0.45883594
United States,Web,Outdoors Shop,Personal Accessories,Eyewear,Polar Sun,2014,Q3 2014,12101.2,202,0.57100122
United States,Web,Outdoors Shop,Personal Accessories,Eyewear,Polar Ice,2014,Q3 2014,8276.4,84,0.49567928
United States,Web,Outdoors Shop,Personal Accessories,Eyewear,Polar Sports,2014,Q3 2014,20837.78,178,0.49703663
United States,Web,Outdoors Shop,Personal Accessories,Eyewear,Polar Wave,2014,Q3 2014,4685.5,50,0.56119945
United States,Web,Outdoors Shop,Personal Accessories,Eyewear,Polar Extreme,2014,Q3 2014,4555.84,32,0.4907635
United States,Web,Outdoors Shop,Personal Accessories,Eyewear,Bella,2014,Q3 2014,99292.5,1471,0.46859259
United States,Web,Outdoors Shop,Personal Accessories,Eyewear,Capri,2014,Q3 2014,152548.9,3983,0.35770235
United States,Web,Outdoors Shop,Personal Accessories,Eyewear,Cat Eye,2014,Q3 2014,216127.25,6862,0.34278736
United States,Web,Outdoors Shop,Personal Accessories,Eyewear,Dante,2014,Q3 2014,115365.05,2513,0.35702737
United States,Web,Outdoors Shop,Personal Accessories,Eyewear,Fairway,2014,Q3 2014,97452.5,4586,0.41647059
United States,Web,Outdoors Shop,Personal Accessories,Eyewear,Inferno,2014,Q3 2014,342697.45,4987,0.44418971
United States,Web,Outdoors Shop,Personal Accessories,Eyewear,Maximus,2014,Q3 2014,237185.65,2727,0.50259149
United States,Web,Outdoors Shop,Personal Accessories,Eyewear,Trendi,2014,Q3 2014,36674.1,727,0.40416452
United States,Web,Outdoors Shop,Personal Accessories,Eyewear,Zone,2014,Q3 2014,221114.2,6479,0.34339956
United States,Web,Outdoors Shop,Personal Accessories,Eyewear,Hawk Eye,2014,Q3 2014,198763.75,4643,0.42088605
United States,Web,Outdoors Shop,Personal Accessories,Eyewear,Retro,2014,Q3 2014,373581.95,5963,0.46384677
United States,Web,Outdoors Shop,Personal Accessories,Knives,Single Edge,2014,Q3 2014,178251.62,14683,0.29489292
United States,Web,Outdoors Shop,Personal Accessories,Knives,Edge Extreme,2014,Q3 2014,146799.61,1291,0.2964559
United States,Web,Outdoors Shop,Personal Accessories,Knives,Max Gizmo,2014,Q3 2014,98580.6,2434,0.54939227
United States,Web,Outdoors Shop,Personal Accessories,Knives,Pocket Gizmo,2014,Q3 2014,82598.7,6403,0.60422162
United States,Web,Outdoors Shop,Personal Accessories,Binoculars,Ranger Vision,2014,Q3 2014,160900.4,958,0.53376163
United States,Web,Outdoors Shop,Personal Accessories,Navigation,Glacier Deluxe,2014,Q3 2014,53597.7,585,0.44335298
United States,Web,Outdoors Shop,Personal Accessories,Navigation,Glacier GPS,2014,Q3 2014,81823.5,870,0.30887826
United States,Web,Outdoors Shop,Personal Accessories,Navigation,Glacier GPS Extreme,2014,Q3 2014,212829.26,623,0.48343188
United States,Web,Outdoors Shop,Personal Accessories,Navigation,Astro Pilot,2014,Q3 2014,88164.0,420,0.36818656
United States,Web,Outdoors Shop,Personal Accessories,Navigation,Sky Pilot,2014,Q3 2014,91290.0,255,0.35871508
United States,Web,Outdoors Shop,Personal Accessories,Navigation,Auto Pilot,2014,Q3 2014,6815.0,29,0.35093617
United States,Web,Eyewear Store,Personal Accessories,Watches,Mountain Man Analog,2014,Q3 2014,17463.16,363,0.37640152
United States,Web,Eyewear Store,Personal Accessories,Watches,Mountain Man Digital,2014,Q3 2014,6891.82,169,0.50956351
United States,Web,Eyewear Store,Personal Accessories,Watches,Mountain Man Deluxe,2014,Q3 2014,22698.71,293,0.49657932
United States,Web,Eyewear Store,Personal Accessories,Watches,Venue,2014,Q3 2014,62926.0,862,0.43424658
United States,Web,Eyewear Store,Personal Accessories,Watches,Infinity,2014,Q3 2014,15656.0,65,0.44421308
United States,Web,Eyewear Store,Personal Accessories,Watches,Lux,2014,Q3 2014,8360.0,50,0.4958134
United States,Web,Eyewear Store,Personal Accessories,Watches,Sam,2014,Q3 2014,14852.2,314,0.402537
United States,Web,Eyewear Store,Personal Accessories,Watches,TX,2014,Q3 2014,38172.0,190,0.46012522
United States,Web,Eyewear Store,Personal Accessories,Watches,Legend,2014,Q3 2014,35132.8,136,0.42880955
United States,Web,Eyewear Store,Personal Accessories,Watches,Zodiak,2014,Q3 2014,28432.5,256,0.42432428
United States,Web,Eyewear Store,Personal Accessories,Watches,Kodiak,2014,Q3 2014,18493.9,140,0.46334413
United States,Web,Eyewear Store,Personal Accessories,Eyewear,Polar Sun,2014,Q3 2014,48564.98,822,0.56500754
United States,Web,Eyewear Store,Personal Accessories,Eyewear,Polar Ice,2014,Q3 2014,18485.1,189,0.49194703
United States,Web,Eyewear Store,Personal Accessories,Eyewear,Polar Sports,2014,Q3 2014,72778.72,624,0.49516672
United States,Web,Eyewear Store,Personal Accessories,Eyewear,Polar Wave,2014,Q3 2014,4216.95,45,0.56119945
United States,Web,Eyewear Store,Personal Accessories,Eyewear,Polar Extreme,2014,Q3 2014,4171.65,29,0.49600278
United States,Web,Eyewear Store,Personal Accessories,Eyewear,Bella,2014,Q3 2014,45967.5,681,0.46859259
United States,Web,Eyewear Store,Personal Accessories,Eyewear,Capri,2014,Q3 2014,94447.8,2466,0.35770235
United States,Web,Eyewear Store,Personal Accessories,Eyewear,Cat Eye,2014,Q3 2014,113968.5,3908,0.33693836
United States,Web,Eyewear Store,Personal Accessories,Eyewear,Dante,2014,Q3 2014,85162.35,1875,0.35861481
United States,Web,Eyewear Store,Personal Accessories,Eyewear,Fairway,2014,Q3 2014,5121.25,241,0.41647059
United States,Web,Eyewear Store,Personal Accessories,Eyewear,Inferno,2014,Q3 2014,142324.5,2072,0.46139322
United States,Web,Eyewear Store,Personal Accessories,Eyewear,Maximus,2014,Q3 2014,57955.75,681,0.50473422
United States,Web,Eyewear Store,Personal Accessories,Eyewear,Trendi,2014,Q3 2014,34080.8,676,0.40590479
United States,Web,Eyewear Store,Personal Accessories,Eyewear,Zone,2014,Q3 2014,79337.5,2272,0.35245779
United States,Web,Eyewear Store,Personal Accessories,Eyewear,Hawk Eye,2014,Q3 2014,39714.5,925,0.43086102
United States,Web,Eyewear Store,Personal Accessories,Eyewear,Retro,2014,Q3 2014,128557.8,2052,0.46384677
United States,Web,Eyewear Store,Personal Accessories,Knives,Max Gizmo,2014,Q3 2014,40105.5,988,0.54518084
United States,Web,Eyewear Store,Personal Accessories,Knives,Pocket Gizmo,2014,Q3 2014,17995.5,1395,0.6020105
United States,Web,Eyewear Store,Personal Accessories,Binoculars,Seeker 35,2014,Q3 2014,56516.95,565,0.28831351
United States,Web,Eyewear Store,Personal Accessories,Binoculars,Ranger Vision,2014,Q3 2014,33209.0,198,0.53391852
United States,Web,Eyewear Store,Personal Accessories,Navigation,Glacier Deluxe,2014,Q3 2014,24187.68,264,0.44335298
United States,Web,Eyewear Store,Personal Accessories,Navigation,Astro Pilot,2014,Q3 2014,25530.0,132,0.37645828
United States,Web,Eyewear Store,Personal Accessories,Navigation,Sky Pilot,2014,Q3 2014,64798.0,181,0.35871508
United States,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Canteen,2014,Q3 2014,49738.48,3474,0.43285601
United States,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2014,Q3 2014,103706.97,4532,0.30385817
United States,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Cup,2014,Q3 2014,8308.17,2367,0.75213675
United States,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2014,Q3 2014,80099.5,650,0.35437799
United States,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2014,Q3 2014,90895.19,1433,0.26880025
